Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Single Trial Result - Condition (1),Single Trial Result - Condition (2),Single Trial Result - Condition (3),Single Trial Result - Condition (4),Single Trial Result - Condition (5),Single Trial Result - Condition (6),Single Trial Result - Condition (7),Single Trial Result - Condition (8),Single Trial Result - Condition (9),Single Trial Result - Condition (10),Single Trial Result - Condition (11),Single Trial Result - Condition (12),Single Trial Result - Condition (13),Single Trial Result - Condition (14),Single Trial Result - Condition (15),Single Trial Result - Condition (16),Single Trial Result - Condition (17),Single Trial Result - Condition (18),Single Trial Result - Condition (19),Single Trial Result - Condition (20),Single Trial Result - Condition (21),Single Trial Result - Condition (22),Single Trial Result - Condition (23),Single Trial Result - Condition (24),Single Trial Result - Condition (25),Single Trial Result - Condition (26),Single Trial Result - Condition (27),Single Trial Result - Condition (28),Single Trial Result - Condition (29),Single Trial Result - Condition (30),Single Trial Result - Trial Percent Correct (1),Single Trial Result - Trial Percent Correct (2),Single Trial Result - Trial Percent Correct (3),Single Trial Result - Trial Percent Correct (4),Single Trial Result - Trial Percent Correct (5),Single Trial Result - Trial Percent Correct (6),Single Trial Result - Trial Percent Correct (7),Single Trial Result - Trial Percent Correct (8),Single Trial Result - Trial Percent Correct (9),Single Trial Result - Trial Percent Correct (10),Single Trial Result - Trial Percent Correct (11),Single Trial Result - Trial Percent Correct (12),Single Trial Result - Trial Percent Correct (13),Single Trial Result - Trial Percent Correct (14),Single Trial Result - Trial Percent Correct (15),Single Trial Result - Trial Percent Correct (16),Single Trial Result - Trial Percent Correct (17),Single Trial Result - Trial Percent Correct (18),Single Trial Result - Trial Percent Correct (19),Single Trial Result - Trial Percent Correct (20),Single Trial Result - Trial Percent Correct (21),Single Trial Result - Trial Percent Correct (22),Single Trial Result - Trial Percent Correct (23),Single Trial Result - Trial Percent Correct (24),Single Trial Result - Trial Percent Correct (25),Single Trial Result - Trial Percent Correct (26),Single Trial Result - Trial Percent Correct (27),Single Trial Result - Trial Percent Correct (28),Single Trial Result - Trial Percent Correct (29),Single Trial Result - Trial Percent Correct (30),Correct touch latency mean,Correct touch latency detail (1),Correct touch latency detail (2),Correct touch latency detail (3),Correct touch latency detail (4),Correct touch latency detail (5),Correct touch latency detail (6),Correct touch latency detail (7),Correct touch latency detail (8),Correct touch latency detail (9),Correct touch latency detail (10),Correct touch latency detail (11),Correct touch latency detail (12),Correct touch latency detail (13),Correct touch latency detail (14),Correct touch latency detail (15),Correct touch latency detail (16),Correct touch latency detail (17),Correct touch latency detail (18),Correct touch latency detail (19),Correct touch latency detail (20),Correct touch latency detail (21),Correct touch latency detail (22),Correct touch latency detail (23),Correct touch latency detail (24),Correct touch latency detail (25),Correct touch latency detail (26),Correct touch latency detail (27),Correct touch latency detail (28),Correct touch latency detail (29),Correct touch latency detail (30),Blank Touch Latency detail (1),Blank Touch Latency detail (2),Blank Touch Latency detail (3),Blank Touch Latency detail (4),Blank Touch Latency detail (5),Blank Touch Latency detail (6),Blank Touch Latency detail (7),Blank Touch Latency detail (8),Blank Touch Latency detail (9),Blank Touch Latency detail (10),Blank Touch Latency detail (11),Blank Touch Latency detail (12),Blank Touch Latency detail (13),Blank Touch Latency detail (14),Blank Touch Latency detail (15),Blank Touch Latency detail (16),Blank Touch Latency detail (17),Blank Touch Latency detail (18),Blank Touch Latency detail (19),Blank Touch Latency detail (20),Blank Touch Latency detail (21),Blank Touch Latency detail (22),Blank Touch Latency mean,Correct Reward Collection mean,Correct Reward Collection detail (1),Correct Reward Collection detail (2),Correct Reward Collection detail (3),Correct Reward Collection detail (4),Correct Reward Collection detail (5),Correct Reward Collection detail (6),Correct Reward Collection detail (7),Correct Reward Collection detail (8),Correct Reward Collection detail (9),Correct Reward Collection detail (10),Correct Reward Collection detail (11),Correct Reward Collection detail (12),Correct Reward Collection detail (13),Correct Reward Collection detail (14),Correct Reward Collection detail (15),Correct Reward Collection detail (16),Correct Reward Collection detail (17),Correct Reward Collection detail (18),Correct Reward Collection detail (19),Correct Reward Collection detail (20),Correct Reward Collection detail (21),Correct Reward Collection detail (22),Correct Reward Collection detail (23),Correct Reward Collection detail (24),Correct Reward Collection detail (25),Correct Reward Collection detail (26),Correct Reward Collection detail (27),Correct Reward Collection detail (28),Correct Reward Collection detail (29),Correct Reward Collection detail (30),Day,Sex,Genotype
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],5/27/2025 15:43,c3m1,900.004,28,0,64.286,8,6,36.813,63.604,95.317,111.556,130.485,181.448,221.393,242.061,272.307,292.523,343.199,371.538,389.419,440.832,485.882,504.652,544.305,572.276,589.575,610.868,632.834,657.364,696.782,762.143,796.847,826.887,857.854,889.229,,,100,100,0,100,100,100,100,100,100,0,0,0,100,0,100,100,100,100,100,0,100,0,0,100,0,100,0,100,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,M,-
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],5/28/2025 14:10,c3m1,836.892,30,0,70,4,5,20.59,38.342,74.607,96.315,114.37,172.616,227.28,245.706,261.76,290.184,307.828,360.612,390.016,405.287,430.286,455.938,473.302,489.508,508.885,527.637,545.54,564.98,623.32,639.113,667.787,703.048,736.418,755.706,777.308,836.878,100,100,0,100,0,100,100,100,100,100,100,0,100,100,0,100,100,100,100,0,0,0,100,100,0,100,100,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,M,-
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],5/29/2025 15:20,c3m1,852.499,30,0,53.333,15,9,27.111,46.009,63.63,94.342,110.949,152.047,178.081,195.207,248.118,266.713,297.505,313.346,336.282,365.206,378.549,456.354,487.206,514.272,537.425,579.925,604.393,647.028,674.629,694.533,725.663,769.135,794.638,818.338,832.804,852.498,100,0,0,0,100,100,100,100,100,100,0,100,0,0,100,100,0,100,100,0,100,100,0,0,100,0,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,M,-
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],5/30/2025 13:57,c3m1,1057.044,30,0,43.333,0,3,19.826,39.48,63.809,90.84,126.853,146.623,192.846,220.192,256.528,276.433,297.49,342.762,370.391,562.648,591.48,611.797,637.694,674.852,692.935,720.841,740.446,767.566,790.203,817.596,873.08,915.3,958.919,982.791,1011.085,1057.043,100,0,0,0,0,0,100,0,100,0,0,0,0,0,100,100,0,100,100,0,0,100,0,100,100,0,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,M,-
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],6/2/2025 14:22,c3m1,801.601,30,0,63.333,7,1,25.358,47.419,67.509,89.866,105.528,130.222,146.493,164.972,194.399,216.704,235.662,253.09,268.009,288.508,310.041,327.008,351.352,380.787,401.641,419.669,439.302,476.945,494.195,519.113,538.087,682.267,708.98,756.168,783.654,801.6,100,100,0,0,100,100,100,100,0,0,0,100,100,0,100,0,0,0,100,100,100,100,100,0,0,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,M,-
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],6/3/2025 14:43,c3m1,749.814,30,0,43.333,6,7,19.26,37.879,53.093,72.238,101.173,118.106,150.076,173.918,213.1,249.755,274.954,295.663,311.068,334.758,359.743,381.19,400.909,423.765,444.13,504.895,524.71,539.722,558.367,576.183,618.164,637.071,670.516,697.86,721.333,749.812,100,100,100,100,100,100,100,100,0,0,100,0,100,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,M,-
A_Mouse LD 1 choice reversal v3,Chamber 5 [Env. 21],6/4/2025 14:20,c3m1,1054.958,30,0,36.667,3,9,18.638,41.919,60.27,81.252,99.078,116.403,138.533,165.615,189.453,227.975,248.887,268.676,289.13,307.351,329.501,601.663,642.566,663.112,701.808,719.897,807.1,826.138,870.895,895.005,917.056,936.676,959.103,986.966,1028.471,1054.957,100,100,100,100,100,100,100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,M,-
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 5 [Env. 21],6/6/2025 15:05,c3m1,951.555,30,0,90,74,64,31.39,64.032,90.698,124.856,153.196,182.521,213.955,242.134,270.094,331.863,409.184,435.358,464.963,496.094,526.618,557.923,583.437,607.616,633.708,662.633,687.678,728.537,755.209,781.984,807.19,830.453,857.304,880.883,908.692,951.542,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.652,1.126,1.164,2.094,2.484,1.193,5.281,3.543,2.561,3.658,1.526,7.945,1.895,1.687,3.636,2.613,1.405,1.4,2.492,2.282,1.647,2.473,1.073,1.217,5.331,1.957,5.479,2.433,,,,1.078,1.556,1.588,,,,,,,,,,,,,,,,,,,,1.407,1.462,2.068,1.106,1.099,1.392,1.159,1.444,3.573,1.559,1.24,1.282,1.48,1.348,1.41,1.341,1.223,1.781,1.417,1.426,1.142,1.57,1.178,1.312,1.243,1.332,1.258,1.637,1.444,,,,22,M,-
A_Mouse Pairwise Discrimination v3,Chamber 5 [Env. 21],6/9/2025 15:50,c3m1,1620.001,16,27,62.5,55,74,33.52,149.953,237.785,425.127,452.173,475.168,506.717,876.307,1329.802,1355.57,1393.214,1424.28,1536.364,1562.613,1590.896,1614.434,,,,,,,,,,,,,,,0,0,0,100,100,100,0,0,100,100,100,0,100,100,100,100,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,M,-
A_Mouse Pairwise Discrimination v3,Chamber 5 [Env. 21],6/10/2025 13:27,c3m1,1620,23,23,47.826,46,73,27.398,57.14,140.411,211.353,236.938,282.275,315.954,577.37,630.982,698.253,758.182,785.454,817.424,905.519,986.593,1154.06,1182.315,1212.28,1280.399,1313.214,1470.682,1569.635,1607.028,,,,,,,,100,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,0,100,0,0,100,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,M,-
A_Mouse Pairwise Discrimination v3,Chamber 5 [Env. 21],6/11/2025 13:54,c3m1,1165.358,30,7,86.667,25,22,27.401,64.955,104.903,271.651,298.316,326.522,357.411,390.082,422.499,524.835,551.64,577.72,602.272,625.838,651.823,679.596,707.321,777.734,827.464,851.038,883.007,911.558,942.784,967.399,997.512,1031.269,1060.004,1109.98,1138.436,1165.357,100,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,M,-
A_Mouse Pairwise Discrimination v3,Chamber 5 [Env. 21],6/12/2025 15:21,c3m1,835.723,30,1,96.667,37,22,34.249,95.051,131.695,154.314,184.705,208.174,231.782,261.22,293.683,321.615,348.777,372.602,398.1,426.339,450.063,473.62,499.02,523.074,548.182,572.176,596.153,621.056,655.453,682.676,711.295,735.485,761.172,786.497,810.349,835.722,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/13/2025 13:18,c3m1,1620,9,32,22.222,100,36,32.206,93.655,228.296,363.093,416.834,555.905,666.679,690.303,719.278,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/16/2025 15:21,c3m1,1620,14,24,28.571,66,43,30.504,89.254,224.812,394.32,729.768,811.155,848.41,905.269,1062.708,1092.613,1206.519,1395.925,1502.795,1533.468,,,,,,,,,,,,,,,,,0,0,0,0,100,100,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/17/2025 14:35,c3m1,1620.011,11,23,18.182,60,15,40.62,105.128,198.46,253.345,310.57,442.57,500.36,760.804,1258.624,1289.409,1439.209,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/18/2025 14:56,c3m1,1620,18,18,44.444,52,24,43.199,216.693,327.932,353.928,387.959,482.126,509.54,751.351,890.257,972.715,1004.165,1154.695,1304.411,1332.372,1396.224,1435.352,1529.132,1557.191,,,,,,,,,,,,,0,100,100,100,0,100,0,0,0,100,0,0,100,0,100,0,100,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/19/2025 15:30,c3m1,1465.608,30,8,73.333,34,23,35.446,133.996,157.519,229.487,346.199,374.159,403.812,466.595,489.948,526.365,597.454,621.696,651.195,702.534,775.923,835.327,871.893,898.189,925.92,949.878,973.454,1011.793,1206.308,1278.407,1335.866,1361.008,1385.725,1412.431,1439.648,1465.607,0,100,100,0,100,100,0,100,100,100,100,100,0,0,0,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/20/2025 15:16,c3m1,1177.539,30,3,90,26,8,31.086,67.938,92.451,119.699,155.905,180.709,205.646,230.436,253.698,278.953,310.696,337.644,364.159,388.234,424.445,458.793,504.453,537.028,569.148,726.7,752.43,781.18,839.417,864.769,897.206,952.433,981.579,1011.621,1134.896,1177.538,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/23/2025 16:10,c3m1,1620,24,4,87.5,22,25,35.572,89.617,160.698,267.593,352.383,404.889,466.715,498.858,534.09,569.044,662.482,697.029,777.053,832.508,871.762,974.09,1011.662,1042.683,1082.198,1127.881,1218.385,1420.049,1525.708,1584.426,,,,,,,100,100,100,100,100,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,100,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/24/2025 15:05,c3m1,1620,17,6,64.706,46,19,47.696,143.594,212.78,279.97,311.74,395.191,468.482,594.84,622.879,663.63,789.661,841.411,996.252,1066.977,1096.561,1225.563,1331.581,,,,,,,,,,,,,,0,0,100,100,0,100,100,100,100,100,100,0,0,100,100,100,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,M,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 5 [Env. 21],6/25/2025 13:36,c3m1,1620.011,18,4,88.889,15,21,45.737,102.431,131.775,255.205,295.44,356.51,423.911,516.54,550.1,585.837,924.276,1212.839,1247.238,1301.236,1341.934,1508.769,1536.797,1612.659,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,M,-
A_Mouse LD Punish Incorrect Training v2,Chamber 6 [Env. 22],5/6/2025 13:10,c3m2,988.397,30,0,33.333,24,13,51.695,77.396,142.999,164.357,187.326,209.654,229.299,248.77,270.254,291.563,310.363,342.623,371.82,393.634,422.032,444.639,467.677,504.245,558.984,600.54,627.457,657.037,676.203,703.387,734.95,757.226,793.51,848.962,962.482,988.383,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,100,100,0,100,0,22.195,6.686,1.389,41.692,25.964,2.98,15.075,3.037,8.702,18.218,98.205,,,,,,,,,,,,,,,,,,,,,23.731,9.31,47.599,4.904,3.625,2.265,2.483,3.276,1.729,14.849,10.87,5.445,11.742,4.784,1.745,7.392,10.458,4.417,31.88,4.038,,,10.327,1.914,1.648,1.133,1.826,1.664,1.634,1.604,3.193,1.733,3.176,1.528,,,,,,,,,,,,,,,,,,,,,1,M,-
A_Mouse LD Punish Incorrect Training v2,Chamber 6 [Env. 22],5/7/2025 15:14,c3m2,1120.281,30,0,66.667,23,28,31.509,60.15,84.683,107.893,151.695,171.717,202.088,221.401,238.603,261.871,284.986,303.924,329.999,392.762,423.219,460.454,518.794,552.089,590.564,657.759,690.963,719.895,779.552,830,862.73,930.753,969.857,1012.678,1078.311,1120.28,100,0,100,100,100,100,100,0,100,100,0,100,100,0,0,100,100,0,100,100,100,100,0,100,100,0,100,0,0,100,7.862,10.725,11.592,7.064,13.251,3.629,4.765,2.384,6.724,4.92,1.563,1.533,12.895,2.282,5.954,7.602,7.359,8.501,16.185,21.649,6.653,,,,,,,,,,,11.514,2.677,5.168,46.608,1.257,2.079,7.444,3.641,19.175,32.405,,,,,,,,,,,,,13.197,2.49,2.523,1.731,2.188,2.444,2.551,1.499,1.628,2.142,2.793,3.371,3.508,1.739,2.353,1.569,2.852,2.585,5.473,2.183,1.925,2.751,,,,,,,,,,,2,M,-
A_Mouse LD Punish Incorrect Training v2,Chamber 6 [Env. 22],5/8/2025 14:24,c3m2,1620,24,0,79.167,10,17,37.105,72.183,103.267,174.46,235.214,302.284,359.391,459.709,540.551,611.942,689.36,794.478,818.513,843.944,877.077,945.699,977.899,1024.346,1060.762,1086.582,1355.876,1406.77,1435.428,1582.556,,,,,,,100,0,100,100,100,100,0,100,100,0,100,100,100,100,100,0,0,100,100,100,100,100,100,100,,,,,,,13.722,5.412,12.405,11.878,32.929,3.437,27.284,57.337,9.059,4.544,8.878,6.152,10.161,26.973,3.779,8.025,2.416,4.966,5.768,19.316,,,,,,,,,,,,5.883,30.756,49.15,4.069,4.768,4.164,,,,,,,,,,,,,,,,,16.465,3.571,1.871,2.816,9.743,1.729,2.136,2.058,2.056,1.667,3.379,1.499,5.954,3.255,2.087,6.958,3.258,3.85,5.403,6.212,1.922,,,,,,,,,,,,3,M,-
A_Mouse LD Punish Incorrect Training v2,Chamber 6 [Env. 22],5/9/2025 12:32,c3m2,1620,23,0,91.304,7,7,37.413,53.535,88.287,107.576,130.402,150.745,241.202,327.096,386.811,452.288,544.738,591.158,656.224,890.007,941.039,961.307,997.987,1109.663,1215.587,1261.976,1295.738,1459.193,1537.262,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,,,,,,,,10.923,8.629,2.157,4.436,6.118,4.737,2.584,19.203,30.547,6.812,8.223,13.272,4.893,10.366,22.475,5.076,4.572,16.287,7.58,4.977,3.498,49.652,4.217,,,,,,,,,3.274,2.552,,,,,,,,,,,,,,,,,,,,,2.913,2.048,1.721,1.462,1.44,1.997,1.838,2.627,1.504,1.467,1.441,1.5,2.975,2.083,1.659,1.886,3.007,1.53,1.459,1.241,4.301,4.178,2.014,1.72,,,,,,,,,4,M,-
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],5/10/2025 16:35,c3m2,1620,24,0,50,3,6,21.216,61.472,154.324,230.349,255.572,438.393,495.248,527.674,576.934,681.195,729.857,786.879,841.784,859.394,968.906,1006.59,1038.513,1115.656,1143.811,1271.628,1342.95,1408.971,1537.177,1566.458,,,,,,,100,0,100,0,0,100,100,0,0,0,0,0,100,100,0,100,100,100,0,100,100,0,100,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,M,-
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],5/11/2025 17:16,c3m2,1620.008,19,0,68.421,9,3,28.774,66.935,145.214,290.731,332.309,392.906,504.415,541.473,584.174,633.894,681.01,789.782,1007.028,1108.047,1132.823,1314.141,1330.183,1378.402,1445.42,,,,,,,,,,,,100,0,100,100,0,100,100,100,100,0,100,100,100,0,100,100,100,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,M,-
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],5/12/2025 13:23,c3m2,1370.212,30,0,66.667,15,5,44.425,107.484,139.931,182.457,215.409,301.974,351.828,387.451,420.991,450.559,492.626,535.932,603.318,621.634,658.455,679.082,719.413,773.025,823.847,867.47,906.499,947.128,1006.215,1063.356,1125.676,1158.083,1182.612,1198.534,1215.717,1370.211,0,0,100,0,100,0,0,0,100,100,0,100,100,100,100,100,100,100,0,100,0,0,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,M,-
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],5/14/2025 15:00,c3m2,1040.32,30,0,96.667,15,2,23.991,38.588,126.404,147.939,168.511,183.956,222.195,259.672,279.691,297.155,484.588,519.2,545.845,562.268,597.133,612.709,628.227,668.001,690.976,732.135,754.556,785.326,821.823,908.476,928.291,958.928,981.998,1007.286,1021.98,1040.319,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,M,-
A_Mouse LD 1 choice reversal v3,Chamber 6 [Env. 22],5/15/2025 13:08,c3m2,1620,29,0,34.483,9,0,58.47,85.706,121.813,136.241,154.546,217.694,239.604,254.859,339.166,360.388,410.944,507.793,578.483,608.926,627.851,668.953,688.966,729.523,748.667,769.593,850.722,918.394,961.407,1059.391,1305.579,1386.509,1416.938,1452.476,1593.644,,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,M,-
A_Mouse LD 1 choice reversal v3,Chamber 6 [Env. 22],5/16/2025 14:25,c3m2,1260.872,30,0,26.667,2,3,32.167,110.346,155.927,205.747,224.119,249.781,277.422,290.395,340.563,371.159,405.971,436.835,456.258,479.294,514.548,540.505,573.2,597.439,625.502,655.095,785.811,807.524,829.434,928.191,1029.387,1109.713,1155.616,1176.572,1214.942,1260.871,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,M,-
A_Mouse LD 1 choice reversal v3,Chamber 6 [Env. 22],5/19/2025 13:50,c3m2,1243.746,30,0,40,4,8,24.831,49.687,84.222,121.221,139.668,174.309,227.183,266.172,328.445,344.27,413.307,436.156,468.11,496.987,516.351,539.129,588.529,621.188,647.068,696.423,726.856,746.599,774.303,840.024,862.596,891.745,916.758,1115.8,1151.579,1243.745,100,0,100,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,M,-
A_Mouse LD 1 choice reversal v3,Chamber 6 [Env. 22],5/20/2025 13:49,c3m2,1502.543,30,0,33.333,12,11,29.138,65.405,142.857,168.118,205.92,232.633,251.777,265.524,363.599,396.808,420.021,458.345,503.364,537.635,562.638,636.114,728.352,776.146,805.292,838.994,868.545,891.369,968.029,1189.635,1245.782,1286.196,1319.069,1354.777,1425.847,1502.542,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,M,-
