Schedule name,Environment name,Schedule run date,Animal ID,Max_Schedule_Time,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Correct touch latency (1),Correct touch latency (2),Correct touch latency (3),Correct touch latency (4),Correct touch latency (5),Correct touch latency (6),Correct touch latency (7),Correct touch latency (8),Correct touch latency (9),Correct touch latency (10),Correct touch latency (11),Correct touch latency (12),Correct touch latency (13),Correct touch latency (14),Correct touch latency (15),Correct touch latency (16),Correct touch latency (17),Correct touch latency (18),Correct touch latency (19),Correct touch latency (20),Correct touch latency (21),Correct touch latency (22),Correct touch latency (23),Correct touch latency (24),Correct touch latency (25),Correct touch latency (26),Correct touch latency (27),Correct touch latency (28),Correct touch latency (29),Correct touch latency (30),Incorrect Touch Latency (1),Incorrect Touch Latency (2),Incorrect Touch Latency (3),Incorrect Touch Latency (4),Incorrect Touch Latency (5),Incorrect Touch Latency (6),Incorrect Touch Latency (7),Incorrect Touch Latency (8),Incorrect Touch Latency (9),Incorrect Touch Latency (10),Incorrect Touch Latency (11),Incorrect Touch Latency (12),Incorrect Touch Latency (13),Incorrect Touch Latency (14),Incorrect Touch Latency (15),Incorrect Touch Latency (16),Incorrect Touch Latency (17),Incorrect Touch Latency (18),Incorrect Touch Latency (19),Incorrect Touch Latency (20),Incorrect Touch Latency (21),Incorrect Touch Latency (22),Incorrect Touch Latency (23),Incorrect Touch Latency (24),Incorrect Touch Latency (25),Incorrect Touch Latency (26),Incorrect Touch Latency (27),Incorrect Touch Latency (28),Incorrect Touch Latency (29),Incorrect Touch Latency (30),Incorrect Touch Latency (31),Incorrect Touch Latency (32),Incorrect Touch Latency (33),Incorrect Touch Latency (34),Incorrect Touch Latency (35),Incorrect Touch Latency (36),Incorrect Touch Latency (37),Incorrect Touch Latency (38),Incorrect Touch Latency (39),Incorrect Touch Latency (40),Incorrect Touch Latency (41),Incorrect Touch Latency (42),Incorrect Touch Latency (43),Incorrect Touch Latency (44),Incorrect Touch Latency (45),Incorrect Touch Latency (46),Incorrect Touch Latency (47),Incorrect Touch Latency (48),Incorrect Touch Latency (49),Incorrect Touch Latency (50),Incorrect Touch Latency (51),Incorrect Touch Latency (52),Incorrect Touch Latency (53),Correct Left touch latency (1),Correct Left touch latency (2),Correct Left touch latency (3),Correct Left touch latency (4),Correct Left touch latency (5),Correct Left touch latency (6),Correct Left touch latency (7),Correct Left touch latency (8),Correct Left touch latency (9),Correct Left touch latency (10),Correct Left touch latency (11),Correct Left touch latency (12),Correct Left touch latency (13),Correct Left touch latency (14),Correct Left touch latency (15),Correct Right touch latency (1),Correct Right touch latency (2),Correct Right touch latency (3),Correct Right touch latency (4),Correct Right touch latency (5),Correct Right touch latency (6),Correct Right touch latency (7),Correct Right touch latency (8),Correct Right touch latency (9),Correct Right touch latency (10),Correct Right touch latency (11),Correct Right touch latency (12),Correct Right touch latency (13),Correct Right touch latency (14),Correct Right touch latency (15),Correct Reward Collection (1),Correct Reward Collection (2),Correct Reward Collection (3),Correct Reward Collection (4),Correct Reward Collection (5),Correct Reward Collection (6),Correct Reward Collection (7),Correct Reward Collection (8),Correct Reward Collection (9),Correct Reward Collection (10),Correct Reward Collection (11),Correct Reward Collection (12),Correct Reward Collection (13),Correct Reward Collection (14),Correct Reward Collection (15),Correct Reward Collection (16),Correct Reward Collection (17),Correct Reward Collection (18),Correct Reward Collection (19),Correct Reward Collection (20),Correct Reward Collection (21),Correct Reward Collection (22),Correct Reward Collection (23),Correct Reward Collection (24),Correct Reward Collection (25),Correct Reward Collection (26),Correct Reward Collection (27),Correct Reward Collection (28),Correct Reward Collection (29),Correct Reward Collection (30),1 Trial analysis - Condition (1),1 Trial analysis - Condition (2),1 Trial analysis - Condition (3),1 Trial analysis - Condition (4),1 Trial analysis - Condition (5),1 Trial analysis - Condition (6),1 Trial analysis - Condition (7),1 Trial analysis - Condition (8),1 Trial analysis - Condition (9),1 Trial analysis - Condition (10),1 Trial analysis - Condition (11),1 Trial analysis - Condition (12),1 Trial analysis - Condition (13),1 Trial analysis - Condition (14),1 Trial analysis - Condition (15),1 Trial analysis - Condition (16),1 Trial analysis - Condition (17),1 Trial analysis - Condition (18),1 Trial analysis - Condition (19),1 Trial analysis - Condition (20),1 Trial analysis - Condition (21),1 Trial analysis - Condition (22),1 Trial analysis - Condition (23),1 Trial analysis - Condition (24),1 Trial analysis - Condition (25),1 Trial analysis - Condition (26),1 Trial analysis - Condition (27),1 Trial analysis - Condition (28),1 Trial analysis - Condition (29),1 Trial analysis - Condition (30),1 Trial analysis - No. Correct (1),1 Trial analysis - No. Correct (2),1 Trial analysis - No. Correct (3),1 Trial analysis - No. Correct (4),1 Trial analysis - No. Correct (5),1 Trial analysis - No. Correct (6),1 Trial analysis - No. Correct (7),1 Trial analysis - No. Correct (8),1 Trial analysis - No. Correct (9),1 Trial analysis - No. Correct (10),1 Trial analysis - No. Correct (11),1 Trial analysis - No. Correct (12),1 Trial analysis - No. Correct (13),1 Trial analysis - No. Correct (14),1 Trial analysis - No. Correct (15),1 Trial analysis - No. Correct (16),1 Trial analysis - No. Correct (17),1 Trial analysis - No. Correct (18),1 Trial analysis - No. Correct (19),1 Trial analysis - No. Correct (20),1 Trial analysis - No. Correct (21),1 Trial analysis - No. Correct (22),1 Trial analysis - No. Correct (23),1 Trial analysis - No. Correct (24),1 Trial analysis - No. Correct (25),1 Trial analysis - No. Correct (26),1 Trial analysis - No. Correct (27),1 Trial analysis - No. Correct (28),1 Trial analysis - No. Correct (29),1 Trial analysis - No. Correct (30),1 Trial analysis - Percentage Correct (1),1 Trial analysis - Percentage Correct (2),1 Trial analysis - Percentage Correct (3),1 Trial analysis - Percentage Correct (4),1 Trial analysis - Percentage Correct (5),1 Trial analysis - Percentage Correct (6),1 Trial analysis - Percentage Correct (7),1 Trial analysis - Percentage Correct (8),1 Trial analysis - Percentage Correct (9),1 Trial analysis - Percentage Correct (10),1 Trial analysis - Percentage Correct (11),1 Trial analysis - Percentage Correct (12),1 Trial analysis - Percentage Correct (13),1 Trial analysis - Percentage Correct (14),1 Trial analysis - Percentage Correct (15),1 Trial analysis - Percentage Correct (16),1 Trial analysis - Percentage Correct (17),1 Trial analysis - Percentage Correct (18),1 Trial analysis - Percentage Correct (19),1 Trial analysis - Percentage Correct (20),1 Trial analysis - Percentage Correct (21),1 Trial analysis - Percentage Correct (22),1 Trial analysis - Percentage Correct (23),1 Trial analysis - Percentage Correct (24),1 Trial analysis - Percentage Correct (25),1 Trial analysis - Percentage Correct (26),1 Trial analysis - Percentage Correct (27),1 Trial analysis - Percentage Correct (28),1 Trial analysis - Percentage Correct (29),1 Trial analysis - Percentage Correct (30),Correct touch latency mean,Incorrect Touch Latency mean,Correct Left touch latency mean,Correct Right touch latency mean,Correct Reward Collection mean,Sex,Day,Genotype
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 3 [Env. 19],6/24/2025 15:49,c2m2,1620,1620,25,13,68,34,38,2.798,1.928,2.379,1.531,3.09,4.751,2.059,2.91,2.057,1.643,2.147,1.333,1.313,1.948,7.176,3.488,1.225,2.504,2.672,1.735,2.246,3.504,2.97,2.278,2.021,3.19,,,,,5.129,1.124,2.148,2.099,1.283,3.707,3.079,1.475,2.79,5.314,1.712,1.098,1.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.928,2.379,2.059,2.057,1.643,1.333,1.313,1.948,7.176,1.225,3.504,2.021,3.19,,,2.798,1.531,3.09,4.751,2.91,2.147,3.488,2.504,2.672,1.735,2.246,2.97,2.278,,,8.533,1.141,1.077,1.104,2.365,1.132,0.898,0.865,1.024,1.045,2.094,1.702,0.941,1.031,4.114,1.035,1.879,0.979,0.935,0.829,1.402,1.098,0.819,1.074,1.612,0.933,,,,,36.062,76.267,196.06,223.265,291.53,360.287,570.723,696.971,939.42,968.309,1025.99,1093.302,1127.432,1164.223,1199.23,1232.594,1256.328,1290.899,1386.044,1409.937,1444.993,1471.358,1497.862,1537.253,1566.285,,,,,,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,100,0,100,0,0,0,100,0,100,0,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,,,,,,2.573,2.494,2.444,2.702,1.602,F,14,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 3 [Env. 19],6/25/2025 14:15,c2m2,1620,1192.259,30,1,96.667,24,7,2.496,5.37,3.342,11.767,1.854,0.707,4.939,1.94,3.67,2.604,3.679,2.273,1.993,2.381,2.043,2.813,1.998,2.949,1.489,1.755,3.154,3.531,2.323,1.719,2.351,1.55,1.782,2.646,1.028,2.078,1.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.342,11.767,0.707,1.94,2.604,3.679,2.273,2.381,1.489,1.755,2.323,1.719,1.782,1.028,2.078,2.496,5.37,1.854,4.939,3.67,1.993,2.043,2.813,1.998,2.949,3.154,3.531,2.351,1.55,2.646,7.834,12.978,1.275,0.872,0.878,0.955,0.906,0.816,0.979,1.198,0.873,0.904,1.582,0.826,1.045,13.9,0.927,0.912,1.841,0.845,0.858,0.998,1.173,0.871,0.977,0.941,1.019,0.838,0.91,1.55,40.274,81.236,127.192,165.504,190.55,218.406,244.864,300.741,345.854,374.146,421.808,462.458,487.331,566.633,596.979,646.931,671.133,697.526,736.131,760.075,839.586,899.249,958.1,984.474,1017.446,1055.888,1118.358,1144.485,1167.473,1192.258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,2.807,1.901,2.724,2.89,2.083,F,15,+
A_Mouse Pairwise Must Touch Training v3,Chamber 4 [Env. 20],6/5/2025 15:55,c2m3,1620,767.494,30,0,0,190,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.923,71.769,103.755,131.555,159.83,185.948,208.775,231.973,263.587,285.284,310.072,335.202,356.269,378.459,401.675,424.801,449.366,479.48,501.295,523.77,546.608,569.633,593.477,616.719,646.688,672.33,695.93,718.987,743.18,767.494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,F,1,+
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 4 [Env. 20],6/6/2025 15:40,c2m3,1620,828.269,30,0,93.333,82,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.437,50.412,76.102,106.844,143.828,175.598,199.862,223.862,248.119,289.84,313.443,339.702,369.037,395.145,418.342,448.909,476.627,500.155,525.462,551.88,577.723,604.212,629.141,661.484,701.639,725.903,750.113,777.813,803.219,828.257,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,F,2,+
A_Mouse Pairwise Discrimination v3,Chamber 4 [Env. 20],6/9/2025 16:31,c2m3,1620,1191.227,30,14,70,111,93,1.787,1.542,0.928,4.617,1.323,1.341,1.237,5.788,1.571,0.879,1.751,1.373,2.043,1.112,0.837,0.834,6.843,1.326,0.788,2.022,1.491,0.861,1.652,0.794,2.881,1.08,2.216,1.437,0.93,1.865,4.604,3.37,1.29,1.101,2.79,6.319,2.434,1.56,2.221,1.061,1.332,0.535,1.28,4.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.787,4.617,1.341,5.788,1.571,1.751,6.843,1.326,0.788,2.022,1.491,1.652,2.881,2.216,1.865,1.542,0.928,1.323,1.237,0.879,1.373,2.043,1.112,0.837,0.834,0.861,0.794,1.08,1.437,0.93,0.837,1.028,1.527,0.84,1.392,0.909,1.179,1.041,0.994,0.941,0.837,0.931,0.994,0.945,0.872,0.839,0.805,0.868,1.25,0.78,0.86,0.935,0.794,0.88,0.703,0.928,0.946,1.164,0.749,3.359,44.048,90.197,120.744,177.021,200.913,229.269,285.663,314.729,433.371,520.833,546.633,572.715,598.231,621.744,651.999,701.449,730.035,756.513,831.041,858.074,934.17,957.461,991.699,1038.061,1064.677,1088.34,1114.247,1137.104,1162.752,1191.215,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,100,0,100,100,0,100,0,0,100,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,1.838,2.461,2.529,1.147,1.038,F,3,+
A_Mouse Pairwise Discrimination v3,Chamber 4 [Env. 20],6/10/2025 14:33,c2m3,1620,1203.546,30,8,76.667,120,148,2.548,1.172,1.757,1.063,1.321,1.125,3.033,6.139,16.793,1.494,11.306,1.472,1.624,1.951,1.865,1.711,0.891,0.7,1.214,0.769,1.625,1.733,1.596,0.96,2.491,1.693,1.82,0.971,1.095,,1.379,0.994,0.789,1.532,0.885,0.937,1.625,1.542,1.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.172,1.757,1.321,6.139,16.793,1.624,1.951,1.865,1.711,1.214,1.625,1.596,2.491,1.82,,2.548,1.063,1.125,3.033,1.494,11.306,1.472,0.891,0.7,0.769,1.733,0.96,1.693,0.971,1.095,0.77,1.065,0.773,1.103,1.107,2.596,1.737,1.083,1.757,1.014,2.815,1.077,0.992,1.008,0.899,1.076,1.6,2.249,1.005,1.512,1.439,1.248,1.686,3.874,1.084,7.019,7.214,1.293,1.433,,29.099,52.481,77.148,105.96,156.274,187.628,228.599,256.696,385,407.526,480.216,504.547,533.421,583.994,613.3,672.777,695.287,719.522,744.38,778.701,826.37,851.993,882.637,963.656,993.352,1023.7,1055.541,1122.015,1153.466,1203.544,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,100,100,100,0,100,100,100,0,100,100,100,100,0,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,100,0,2.549,1.227,3.077,2.057,1.846,F,4,+
A_Mouse Pairwise Discrimination v3,Chamber 4 [Env. 20],6/11/2025 14:41,c2m3,1620,1063.745,30,9,73.333,124,73,6.039,0.993,1.352,1.618,2.282,0.865,1.097,6.703,1.756,1.352,1.896,2.093,1.07,6.04,3.13,1.091,3.233,1.829,1.256,2.233,1.487,1.525,3.342,1.174,1.139,1.555,1.521,1.154,1.216,0.861,2.229,3.007,2.496,2.418,2.37,2.22,3.348,1.8,1.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.039,1.352,1.618,2.282,1.352,1.896,2.093,6.04,3.13,1.829,1.487,1.525,3.342,1.521,1.216,0.993,0.865,1.097,6.703,1.756,1.07,1.091,3.233,1.256,2.233,1.174,1.139,1.555,1.154,0.861,0.807,1.123,1.01,0.914,3.043,0.813,1.036,1.08,0.901,1.012,0.919,0.792,1.117,1.092,0.867,1.207,3.245,2.247,0.749,1.319,0.78,0.877,1.183,0.889,1.13,0.947,0.879,1.244,0.848,0.879,29.207,58.641,110.156,142.232,168.559,198.763,250.775,305.581,331.74,355.825,378.871,403.56,432.027,483.323,510.841,540.012,618.461,645.518,674.906,732.757,757.497,781.662,820.125,847.745,871.207,900.108,947.434,975.827,1041.193,1063.744,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,100,0,100,100,100,0,0,100,100,100,100,100,0,100,100,0,100,100,0,100,100,100,100,100,100,0,100,0,100,100,2.097,2.392,2.448,1.745,1.165,F,5,+
A_Mouse Pairwise Discrimination v3,Chamber 4 [Env. 20],6/12/2025 15:58,c2m3,1620,811.218,30,2,93.333,100,91,1.04,1.142,1.133,0.969,1.118,1.057,1.503,1.769,1.923,1.102,1.327,1.827,1.08,1.698,1.339,1.36,1.143,1.78,2.355,0.826,0.928,0.897,1.277,1.728,1.266,1.02,1.69,1.23,1.739,1.061,2.049,1.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.133,1.503,1.769,1.923,1.102,1.698,1.339,1.36,1.78,2.355,1.728,1.266,1.69,1.23,1.739,1.04,1.142,0.969,1.118,1.057,1.327,1.827,1.08,1.143,0.826,0.928,0.897,1.277,1.02,1.061,0.727,0.796,0.881,0.93,0.842,0.878,0.74,0.943,0.93,0.742,0.939,1.082,0.8,0.951,0.866,1.429,0.873,0.78,0.884,0.87,0.969,0.925,0.683,0.876,0.923,0.685,0.733,0.97,0.778,0.909,27.348,59.697,107.94,131.163,170.077,196.474,224.781,251.969,277.61,300.773,326.67,351.003,375.967,400.223,424.298,447.796,471.319,497.389,522.324,545.963,573.858,620.315,645.535,668.881,692.952,715.443,739.57,763.416,788.27,811.206,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,1.344,1.896,1.574,1.114,0.878,F,6,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 4 [Env. 20],6/13/2025 13:59,c2m3,1620,1620,16,39,43.75,166,104,0.976,14.628,2.013,2.01,2.757,1.948,4.314,1.115,1.351,1.899,2.512,1.933,1.555,2.208,1.399,1.443,,,,,,,,,,,,,,,4.88,1.3,1.111,1.146,1.622,1.11,1.883,1.044,0.941,3.335,1.072,1.419,1.129,8.459,1.385,3.659,1.763,2.282,2.02,1.445,1.268,2.929,0.908,2.067,1.194,1.257,1.357,1.461,1.108,1.553,3.325,1.261,1.406,3.482,5.086,2.011,1.762,1.64,3.969,2.258,,,,,,,,,,,,,,14.628,2.757,1.948,4.314,1.899,2.512,2.208,,,,,,,,,0.976,2.013,2.01,1.115,1.351,1.933,1.555,1.399,1.443,,,,,,,0.752,0.838,1.212,1.165,0.718,0.912,1.125,1.208,1.488,0.957,0.824,0.926,1.295,0.894,1.058,0.849,,,,,,,,,,,,,,,31.488,111.514,503.48,617.924,765.183,884.534,1097.531,1292.924,1342.801,1367.743,1396.47,1420.432,1444.426,1469.425,1493.278,1522.092,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,2.754,2.108,4.324,1.533,1.014,F,7,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 4 [Env. 20],6/16/2025 16:08,c2m3,1620,1620.01,28,31,46.429,108,133,1.245,2.829,1.526,1.695,1.413,1.623,2.369,2.256,1.907,2.578,1.488,1.63,3.61,1.987,1.519,2.534,2.215,1.947,1.188,2.283,9.613,1.693,1.75,2.383,2.303,1.492,1.394,2.529,,,1.791,1.523,2.016,1.757,1.096,3.474,2.16,1.964,1.545,0.874,2.365,1.22,1.358,2.337,1.269,1.234,1.793,2.427,1.051,2.11,1.576,1.516,1.093,1.307,2.314,3.055,3.128,2.503,1.301,1.663,2.816,,,,,,,,,,,,,,,,,,,,,,,1.526,2.369,2.256,1.907,2.578,3.61,1.987,2.534,2.215,1.947,1.75,2.383,2.529,,,1.245,2.829,1.695,1.413,1.623,1.488,1.63,1.519,1.188,2.283,9.613,1.693,2.303,1.492,1.394,0.725,0.675,1.008,0.832,2.842,1.032,2.356,0.911,0.781,0.896,0.774,0.95,1.596,0.827,0.78,0.794,0.699,0.796,1.854,1.028,1.042,1.1,0.748,0.796,0.977,1.617,0.831,0.895,,,31.863,113.192,167.284,257.41,314.044,425.378,462.241,688.894,737.529,761.783,784.928,820.935,873.689,951.614,975.387,1003.752,1091.165,1170.076,1202.99,1250.671,1282.82,1314.835,1421.986,1449.354,1526.578,1552.642,1576.435,1606.798,,,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,,,0,0,0,0,0,100,0,0,100,100,100,0,0,100,100,0,0,100,0,100,100,0,100,0,100,100,100,0,,,2.25,1.859,2.276,2.227,1.077,F,8,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 4 [Env. 20],6/17/2025 15:21,c2m3,1620,1452.609,30,22,50,96,80,6.41,1.454,1.757,1.96,5.537,1.24,2.367,1.305,1.4,2.22,2.509,1.98,2.865,2.172,2.316,1.395,3.456,1.359,3.639,2.758,2.978,2.812,2.35,2.413,2.25,2.066,2.288,1.751,2.855,,1.201,1.228,1.988,3.646,2.565,2.08,1.598,2.559,1.342,2.886,1.539,2.429,4.43,3.835,3.437,2.729,4.202,3.168,2.481,2.631,2.252,2.3,3.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,1.96,5.537,2.367,2.22,2.509,1.98,2.865,2.172,3.456,2.978,2.812,2.413,2.855,,1.454,1.757,1.24,1.305,1.4,2.316,1.395,1.359,3.639,2.758,2.35,2.25,2.066,2.288,1.751,1.94,0.794,0.802,0.796,0.893,2.015,0.891,1.555,1.364,0.892,0.813,0.843,0.991,0.844,1.12,2.1,0.945,1.177,1.208,1.249,0.747,0.768,0.771,0.979,0.978,0.819,0.906,0.762,0.798,,39.257,99.999,124.264,153.29,207.654,272.898,390.383,444.711,475.194,527.737,556.085,608.37,634.362,658.699,684.08,708.538,734.651,759.465,787.803,838.739,864.312,889.256,915.835,946.598,1001.127,1055.232,1203.785,1288.477,1340.134,1452.607,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,100,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,2.478,2.6,3.038,1.955,1.061,F,9,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 4 [Env. 20],6/18/2025 15:38,c2m3,1620,920.195,30,6,80,73,80,3.82,2.042,2.196,1.808,1.958,2.502,2.426,3.247,2.157,3.876,2.802,2.221,1.688,2.149,3.472,1.535,2.344,1.603,1.392,1.181,1.365,1.581,1.085,2.1,1.153,2.068,1.725,2.842,1.673,1.961,3.218,1.952,2.98,2.344,3.13,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,2.502,2.426,3.247,3.876,2.802,2.221,2.149,3.472,2.344,2.1,2.068,1.725,2.842,1.961,2.042,2.196,1.808,1.958,2.157,1.688,1.535,1.603,1.392,1.181,1.365,1.581,1.085,1.153,1.673,0.675,0.77,1.226,0.867,0.73,0.869,0.838,0.835,1.001,0.841,0.935,0.931,1.559,0.893,1.207,1.043,0.773,1.245,1.461,2.724,0.826,1.886,1.244,0.862,0.867,0.799,0.881,2.001,1.006,0.84,29.829,54.743,78.914,108.491,157.251,181.651,210.764,262.046,294.173,342.279,366.112,390.54,419.974,468.911,494.634,518.631,542.722,569.43,593.33,618.438,641.481,666.037,689.856,715.789,745.714,794.466,817.945,844.068,874.38,920.194,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,100,100,100,0,100,100,0,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,100,2.132,2.977,2.637,1.628,1.088,F,10,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 4 [Env. 20],6/19/2025 16:18,c2m3,1620,1058.264,30,11,76.667,92,67,4.738,1.799,2.015,1.206,2.157,1.243,1.195,1.042,3.007,2.484,1.78,1.739,1.427,1.197,2.137,1.346,3.007,1.566,2.854,2.79,1.581,4.063,2.414,1.855,1.118,2.612,2.771,1.961,1.018,2.163,1.45,2.777,1.46,0.915,1.54,1.57,1.476,1.477,1.667,1.524,2.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799,2.015,2.157,3.007,2.484,1.78,2.137,3.007,2.854,2.79,4.063,2.414,1.855,2.612,2.771,4.738,1.206,1.243,1.195,1.042,1.739,1.427,1.197,1.346,1.566,1.581,1.118,1.961,1.018,2.163,1.049,0.935,0.82,0.798,0.873,0.729,0.791,0.862,0.897,3.012,1.378,1.098,0.865,0.87,0.776,0.879,0.754,0.825,0.688,1.006,0.836,2.639,0.821,0.732,0.935,1.036,0.769,0.904,0.764,1.026,28.469,55.542,79.507,102.292,129.276,152.288,175.672,199.013,224.603,252.105,305.328,333.896,384.041,406.527,433.881,508.018,532.916,556.494,583.894,640.272,745.387,776.443,802.118,825.725,849.059,874.827,904.473,983.09,1011.16,1058.263,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,100,100,100,100,100,100,100,100,100,0,100,0,100,100,0,100,100,100,0,0,100,100,100,100,100,100,0,100,0,100,2.076,1.637,2.516,1.636,1.012,F,11,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 4 [Env. 20],6/20/2025 15:56,c2m3,1620,1112.207,30,12,83.333,119,79,2.112,1.366,1.557,2.17,1.949,1.187,4.228,1.714,1.856,1.284,1.228,1.459,0.876,1.985,1.96,0.979,2.015,1.758,0.992,1.587,2.952,1.224,1.903,1.793,2.317,1.797,1.819,1.82,1.117,1.95,1.032,1.219,0.945,1.242,1.355,5.282,9.887,1.236,0.899,1.341,1.746,1.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.112,1.557,2.17,1.949,4.228,1.985,1.96,2.015,1.758,1.587,2.952,1.903,2.317,1.819,1.95,1.366,1.187,1.714,1.856,1.284,1.228,1.459,0.876,0.979,0.992,1.224,1.793,1.797,1.82,1.117,0.777,0.721,0.965,0.857,1.165,0.844,0.808,0.741,0.758,0.826,0.898,0.864,0.766,0.957,0.768,0.727,0.903,0.832,0.764,0.846,1.491,1.166,0.829,1.153,0.808,1.036,0.792,1.136,0.78,0.861,27.23,53.312,77.185,105.24,182.311,205.072,236.213,465.649,489.711,514.431,537.894,561.701,585.323,613.796,690.36,712.84,737.286,760.973,784.113,808.362,838.661,862.16,888.378,916.06,965.585,989.641,1013.194,1041.421,1088.095,1112.195,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,100,100,100,0,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,100,100,1.765,2.346,2.151,1.379,0.895,F,12,+
